               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 161,            0.015559,            0.010321,           0.0022282,             0.93427,             0.92228,             0.97179,             0.81195,            0.015851,            0.010624,           0.0045585,              0.0028,              0.0028,              0.0028
                 162,             0.01526,            0.010342,           0.0022479,             0.94528,             0.92232,             0.97435,             0.81438,            0.015763,            0.010622,           0.0044014,            0.002755,            0.002755,            0.002755
                 163,            0.015737,            0.010416,           0.0023833,             0.93935,             0.92659,             0.97471,             0.81611,            0.015501,            0.010618,           0.0045301,             0.00271,             0.00271,             0.00271
                 164,            0.015384,            0.010665,           0.0020806,             0.91956,              0.9275,             0.97051,             0.81045,            0.015566,            0.010714,           0.0049651,            0.002665,            0.002665,            0.002665
                 165,            0.015302,            0.010469,           0.0021033,             0.93264,             0.91496,             0.96925,             0.80939,            0.015621,            0.010718,           0.0050609,             0.00262,             0.00262,             0.00262
                 166,            0.015344,             0.01052,           0.0019247,             0.92886,             0.92531,             0.97066,             0.80938,            0.015551,            0.010742,           0.0050137,            0.002575,            0.002575,            0.002575
                 167,            0.015868,            0.010404,           0.0023846,             0.92619,             0.92269,             0.96844,             0.80974,            0.015394,            0.010683,           0.0051139,             0.00253,             0.00253,             0.00253
                 168,            0.015402,            0.010242,           0.0021159,             0.92164,              0.9167,             0.96102,             0.80488,            0.015691,            0.010794,           0.0053508,            0.002485,            0.002485,            0.002485
                 169,            0.015203,              0.0103,           0.0020761,             0.90588,              0.9212,             0.95585,             0.80076,            0.015788,            0.010828,           0.0054583,             0.00244,             0.00244,             0.00244
                 170,            0.015018,            0.010263,           0.0020401,             0.89936,             0.92309,             0.95463,             0.79971,            0.015804,             0.01083,           0.0054918,            0.002395,            0.002395,            0.002395
                 171,             0.01527,            0.010317,           0.0021644,             0.90886,             0.90782,             0.95214,             0.79911,            0.015759,            0.010753,           0.0055733,             0.00235,             0.00235,             0.00235
                 172,            0.015066,             0.01029,            0.001718,             0.91578,             0.91258,             0.95579,             0.80181,            0.015597,            0.010657,           0.0053226,            0.002305,            0.002305,            0.002305
                 173,            0.015199,            0.010218,           0.0020851,             0.92332,             0.90873,             0.95927,             0.80341,            0.015615,            0.010736,           0.0050352,             0.00226,             0.00226,             0.00226
                 174,             0.01491,            0.010035,           0.0018945,              0.9268,             0.91355,             0.96426,              0.8061,            0.015787,            0.010798,           0.0048174,            0.002215,            0.002215,            0.002215
                 175,             0.01526,            0.010176,            0.002203,             0.92597,             0.91923,             0.96621,             0.80821,            0.015854,            0.010796,           0.0046361,             0.00217,             0.00217,             0.00217
                 176,            0.014988,             0.01025,           0.0019664,             0.92578,             0.92475,             0.96753,             0.80905,            0.015919,            0.010847,           0.0045292,            0.002125,            0.002125,            0.002125
                 177,            0.015018,            0.010233,           0.0018292,             0.92405,              0.9299,             0.96946,             0.81109,            0.015901,             0.01085,           0.0044495,             0.00208,             0.00208,             0.00208
                 178,            0.014958,            0.010337,           0.0018934,             0.91621,             0.93661,             0.96882,             0.81033,            0.015923,             0.01084,           0.0045943,            0.002035,            0.002035,            0.002035
                 179,            0.015131,            0.010239,           0.0020553,             0.92694,             0.92433,             0.96946,             0.81019,            0.015982,            0.010863,           0.0046295,             0.00199,             0.00199,             0.00199
                 180,            0.014828,            0.010114,           0.0019829,             0.93163,             0.92182,             0.96836,             0.80953,            0.016077,            0.010852,           0.0046198,            0.001945,            0.001945,            0.001945
                 181,            0.014919,           0.0099458,           0.0017964,             0.93019,             0.91806,             0.96696,             0.80876,            0.016141,            0.010843,           0.0046946,              0.0019,              0.0019,              0.0019
                 182,            0.014708,            0.010161,            0.001852,             0.92485,             0.91873,             0.96559,              0.8096,            0.016117,            0.010828,           0.0047033,            0.001855,            0.001855,            0.001855
                 183,            0.014924,            0.010075,           0.0021596,             0.93364,             0.91691,             0.96614,             0.80949,            0.016151,            0.010887,           0.0046131,             0.00181,             0.00181,             0.00181
                 184,             0.01505,           0.0099177,           0.0017972,             0.93301,             0.91727,             0.96607,             0.80811,            0.016224,            0.010928,           0.0046569,            0.001765,            0.001765,            0.001765
                 185,            0.014501,           0.0099122,           0.0014506,             0.92933,             0.91596,              0.9657,             0.80695,            0.016145,            0.010939,           0.0047648,             0.00172,             0.00172,             0.00172
                 186,            0.014785,            0.010094,           0.0017351,             0.92379,             0.91961,             0.96322,             0.80577,             0.01609,            0.010955,           0.0049233,            0.001675,            0.001675,            0.001675
                 187,            0.014827,            0.010131,           0.0019528,             0.91826,             0.92501,             0.96277,             0.80531,            0.016139,               0.011,           0.0049254,             0.00163,             0.00163,             0.00163
                 188,            0.014769,            0.010143,           0.0018594,             0.92329,             0.91744,             0.96023,             0.80368,            0.016173,            0.011005,           0.0049938,            0.001585,            0.001585,            0.001585
                 189,            0.014616,           0.0099399,            0.001838,             0.91562,             0.92367,             0.95934,             0.80235,            0.016228,            0.010966,            0.005074,             0.00154,             0.00154,             0.00154
                 190,            0.014486,           0.0098992,           0.0017141,             0.91403,             0.92319,             0.95899,             0.80144,            0.016221,            0.010941,            0.005044,            0.001495,            0.001495,            0.001495
                 191,            0.014421,            0.010072,           0.0017189,             0.91316,             0.92731,             0.95944,             0.80195,            0.016207,            0.010909,           0.0050572,             0.00145,             0.00145,             0.00145
                 192,            0.014411,           0.0098784,           0.0013852,             0.91299,             0.92557,             0.95892,             0.80093,            0.016194,             0.01091,           0.0051277,            0.001405,            0.001405,            0.001405
                 193,            0.014499,           0.0099011,           0.0016963,             0.91441,             0.92236,             0.95861,             0.80078,            0.016169,            0.010899,           0.0051868,             0.00136,             0.00136,             0.00136
                 194,            0.014208,           0.0097585,           0.0015382,             0.91232,             0.92549,             0.95941,             0.80128,            0.016094,            0.010928,           0.0051569,            0.001315,            0.001315,            0.001315
                 195,            0.014333,           0.0098876,           0.0016553,             0.91591,             0.91865,              0.9585,             0.80014,             0.01613,            0.010924,           0.0052024,             0.00127,             0.00127,             0.00127
                 196,            0.014336,            0.010063,           0.0017389,             0.91452,             0.91712,             0.95779,             0.80055,            0.016091,            0.010945,           0.0052906,            0.001225,            0.001225,            0.001225
                 197,            0.014514,           0.0098763,           0.0014555,             0.91956,             0.91199,               0.956,             0.79928,            0.016049,            0.010926,           0.0054101,             0.00118,             0.00118,             0.00118
                 198,             0.01433,           0.0097612,           0.0015862,              0.9197,             0.91079,             0.95432,             0.79684,            0.016053,            0.010956,           0.0054838,            0.001135,            0.001135,            0.001135
                 199,            0.014138,           0.0098068,           0.0015862,             0.91441,             0.91191,             0.95298,             0.79557,            0.015998,             0.01097,           0.0055442,             0.00109,             0.00109,             0.00109
